##
## assembly : /home/cs02gl/blobtools/hypho_ge_1k/hypho_platanus_gapcloser_sorted_ge_1k.fasta
## bam0 : /home/cs02gl/blobtools/hypho/hiseq_ge_1k.bam
## tax0 : /home/cs02gl/blobtools/hypho_ge_1k/hypho_ge_1k_vs_nt_trans_mito_1e-10.megablast
## nodesDB : ../data/nodesDB.txt
## taxrule : bestsum
##
# name	length	GC	N	bam0	species.t	species.s	species.c	species.hits
scaffold4594_cov430	11912	0.4862	77	610.90122518	Hyphochytrium catenoides	2284.0	0	tax0=Hyphochytrium catenoides:2284.0;
scaffold6718_cov475	11873	0.4896	48	564.251247357	Hyphochytrium catenoides	2692.0	3	tax0=Hyphochytrium catenoides:2692.0|Dasypus novemcinctus:113.0|Cavia porcellus:110.0|Platynereis dumerilii:91.6;
scaffold662_cov563	11866	0.5006	59	660.791564326	Hyphochytrium catenoides	725.0	0	tax0=Hyphochytrium catenoides:725.0;
scaffold5965_cov514	11866	0.5015	0	545.71464689	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9919_cov493	11850	0.4943	0	547.211983122	Hyphochytrium catenoides	5073.0	0	tax0=Hyphochytrium catenoides:5073.0;
scaffold3312_cov609	11831	0.4921	0	684.326176993	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7900_cov417	11827	0.4803	79	577.293071161	Hyphochytrium catenoides	84.2	0	tax0=Hyphochytrium catenoides:84.2;
scaffold41925_cov733	11824	0.4818	0	700.594215156	Hyphochytrium catenoides	8139.0	2	tax0=Hyphochytrium catenoides:8139.0|Tetrahymena thermophila:590.5|Neospora caninum:400.0;
scaffold18621_cov375	11793	0.4662	79	477.713078368	Hyphochytrium catenoides	6418.0	0	tax0=Hyphochytrium catenoides:6418.0;
scaffold6979_cov439	11775	0.4934	59	551.01041311	Hyphochytrium catenoides	1070.0	0	tax0=Hyphochytrium catenoides:1070.0;
scaffold13446_cov407	11754	0.5017	29	414.775266525	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41636_cov435	11747	0.4868	0	1020.93164212	Hyphochytrium catenoides	2319.0	0	tax0=Hyphochytrium catenoides:2319.0;
scaffold3347_cov406	11734	0.4764	413	510.795336101	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13803_cov310	11732	0.4896	46	334.260824919	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7660_cov460	11721	0.5012	0	647.723061172	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1264_cov475	11714	0.4999	176	550.83758017	Hyphochytrium catenoides	1048.4	0	tax0=Hyphochytrium catenoides:1048.4;
scaffold1789_cov452	11712	0.5008	121	557.418341817	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5382_cov303	11707	0.4895	0	302.123601264	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41893_cov643	11702	0.5036	53	640.153747103	Hyphochytrium catenoides	3398.3	21	tax0=Hyphochytrium catenoides:3398.3|Rattus norvegicus:1722.0|Bombyx mori:1475.0|Citrus sinensis:1394.0|Macaca fascicularis:935.0|Chrysochloris asiatica:900.0|Brachypodium distachyon:712.0|Citrus clementina:697.0|Tremella mesenterica:464.0|Metaseiulus occidentalis:304.0|Branchiostoma floridae:196.0|Cucumis sativus:172.2|Aplysia californica:171.0|Prodoxus quinquepunctellus:154.0|Scutigerella sp. 'Scu3':150.0|Melopsittacus undulatus:145.0|Columba livia:143.0|Arabidopsis lyrata:137.0|Condylura cristata:132.0|Toxoplasma gondii:121.0|Oryzias latipes:104.0|Latimeria chalumnae:93.5;
scaffold1306_cov411	11698	0.4659	282	525.134810792	Hyphochytrium catenoides	89.8	0	tax0=Hyphochytrium catenoides:89.8;
scaffold2680_cov542	11695	0.4926	0	582.617956392	Hyphochytrium catenoides	5402.0	0	tax0=Hyphochytrium catenoides:5402.0;
scaffold2756_cov534	11670	0.4972	87	574.047828714	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10348_cov470	11659	0.48	0	537.486834205	Hyphochytrium catenoides	1669.0	0	tax0=Hyphochytrium catenoides:1669.0;
scaffold1672_cov536	11656	0.4899	81	573.18237581	Hyphochytrium catenoides	434.0	0	tax0=Hyphochytrium catenoides:434.0;
scaffold10337_cov594	11648	0.5246	14	591.044782534	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3750_cov340	11603	0.474	451	402.865225968	Hyphochytrium catenoides	1980.0	0	tax0=Hyphochytrium catenoides:1980.0;
scaffold899_cov434	11580	0.4773	0	501.501295337	Hyphochytrium catenoides	2368.0	0	tax0=Hyphochytrium catenoides:2368.0;
scaffold9878_cov766	11569	0.5126	101	879.459975584	Hyphochytrium catenoides	449.0	0	tax0=Hyphochytrium catenoides:449.0;
scaffold11571_cov527	11564	0.5013	76	561.483025766	Hyphochytrium catenoides	1219.0	0	tax0=Hyphochytrium catenoides:1219.0;
scaffold52289_cov7374	11558	0.2778	0	6620.54914345	Hyphochytrium catenoides	2487.42	24	tax0=Hyphochytrium catenoides:2487.42|Pythium selbyi:1932.0|Phytophthora hedraiandra:1294.0|Achlya hypogyna:1070.0|Pythium sp. DBS323:922.0|Cyanophora paradoxa:920.0|Ectocarpus siliculosus:902.0|Mesostigma viride:902.0|Phytophthora cryptogea:760.0|Phytophthora boehmeriae:618.0|Ancylus fluviatilis:552.0|Culex pipiens:546.0|Jakoba bahamiensis:532.0|Mayetiola destructor:513.0|Scytosiphon lomentaria:307.0|Roya obtusa:278.0|Phytophthora drechsleri:250.0|Phytophthora fragariae:212.0|Pythium aff. phragmitis:204.0|Pythium phragmitis:204.0|Phytophthora sansomea:115.0|Phytophthora undulata:113.0|Blastocystis sp. DMP/02-328:100.0|Hyphochytrium-undef:97.434|Hemiselmis andersenii:87.9;
scaffold17815_cov543	11558	0.5206	0	593.147776432	Hyphochytrium catenoides	5313.4	0	tax0=Hyphochytrium catenoides:5313.4;
scaffold882_cov445	11555	0.5068	16	581.352976861	Hyphochytrium catenoides	2349.0	0	tax0=Hyphochytrium catenoides:2349.0;
scaffold4866_cov470	11552	0.5022	81	572.65652515	Hyphochytrium catenoides	1066.0	0	tax0=Hyphochytrium catenoides:1066.0;
scaffold1418_cov724	11549	0.4981	0	834.416659451	Hyphochytrium catenoides	1181.0	0	tax0=Hyphochytrium catenoides:1181.0;
scaffold81_cov358	11543	0.4763	613	417.914821592	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6384_cov391	11527	0.4822	83	451.473173715	Hyphochytrium catenoides	3596.0	0	tax0=Hyphochytrium catenoides:3596.0;
scaffold10056_cov521	11513	0.4887	112	682.777124814	Hyphochytrium catenoides	2871.0	0	tax0=Hyphochytrium catenoides:2871.0;
scaffold41664_cov569	11498	0.4728	65	567.300708475	Hyphochytrium catenoides	2816.0	0	tax0=Hyphochytrium catenoides:2816.0;
scaffold3520_cov493	11495	0.4868	34	556.154436786	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3509_cov576	11474	0.5091	55	616.331727822	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1247_cov423	11463	0.4849	219	509.664799004	Hyphochytrium catenoides	868.0	0	tax0=Hyphochytrium catenoides:868.0;
scaffold17732_cov445	11460	0.4933	54	589.961511485	Hyphochytrium catenoides	566.0	0	tax0=Hyphochytrium catenoides:566.0;
scaffold4403_cov623	11453	0.4944	35	747.342091435	Hyphochytrium catenoides	4654.0	0	tax0=Hyphochytrium catenoides:4654.0;
scaffold12787_cov568	11431	0.5103	0	619.0	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold49313_cov642	11426	0.4924	0	595.951426571	Hyphochytrium catenoides	2027.0	10	tax0=Hyphochytrium catenoides:2027.0|Bos taurus:230.0|Alligator sinensis:174.0|Alligator mississippiensis:169.0|Aplysia californica:169.0|Volvox carteri:134.0|Pantholops hodgsonii:132.0|Xenopus laevis:126.0|Chrysochloris asiatica:126.0|Ovis aries:121.0|Myceliophthora thermophila:86.1;
scaffold990_cov433	11425	0.4646	0	509.728140044	Hyphochytrium catenoides	1218.0	0	tax0=Hyphochytrium catenoides:1218.0;
scaffold2678_cov417	11404	0.4841	169	491.573564753	Hyphochytrium catenoides	1290.5	0	tax0=Hyphochytrium catenoides:1290.5;
scaffold24292_cov476	11403	0.4843	0	549.773831448	Hyphochytrium catenoides	1948.0	0	tax0=Hyphochytrium catenoides:1948.0;
scaffold6698_cov486	11386	0.5006	41	538.218422212	Hyphochytrium catenoides	2456.0	0	tax0=Hyphochytrium catenoides:2456.0;
scaffold8547_cov348	11383	0.4833	144	364.309191209	Hyphochytrium catenoides	1079.0	0	tax0=Hyphochytrium catenoides:1079.0;
scaffold1963_cov420	11367	0.4882	255	505.789416847	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6971_cov531	11345	0.4878	136	560.295655277	Hyphochytrium catenoides	898.0	0	tax0=Hyphochytrium catenoides:898.0;
scaffold8490_cov503	11339	0.4896	53	515.758904838	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16456_cov353	11330	0.4873	187	441.426904783	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6850_cov525	11315	0.4938	44	634.297045515	Hyphochytrium catenoides	852.0	2	tax0=Hyphochytrium catenoides:852.0|Streptomyces albus:84.2|Streptomyces thermoviolaceus:84.2;
scaffold5185_cov390	11312	0.4958	132	985.926654741	Hyphochytrium catenoides	5472.0	0	tax0=Hyphochytrium catenoides:5472.0;
scaffold3351_cov561	11311	0.4863	66	584.111960871	Hyphochytrium catenoides	1264.0	0	tax0=Hyphochytrium catenoides:1264.0;
scaffold41680_cov491	11311	0.5004	67	523.221095695	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8148_cov308	11307	0.469	55	336.630376822	Hyphochytrium catenoides	1637.8	0	tax0=Hyphochytrium catenoides:1637.8;
scaffold3991_cov513	11289	0.4938	0	638.825671007	Hyphochytrium catenoides	707.0	0	tax0=Hyphochytrium catenoides:707.0;
scaffold41608_cov573	11250	0.4985	89	621.767493952	Hyphochytrium catenoides	1757.8	0	tax0=Hyphochytrium catenoides:1757.8;
scaffold9620_cov338	11250	0.4603	315	429.097210791	Hyphochytrium catenoides	1113.0	0	tax0=Hyphochytrium catenoides:1113.0;
scaffold7285_cov516	11248	0.4933	0	580.253200569	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11104_cov425	11245	0.5048	0	543.032903513	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold19517_cov507	11223	0.4949	135	566.561237374	Hyphochytrium catenoides	6108.0	0	tax0=Hyphochytrium catenoides:6108.0;
scaffold2415_cov399	11208	0.5142	191	539.578560407	Hyphochytrium catenoides	3007.0	0	tax0=Hyphochytrium catenoides:3007.0;
scaffold9623_cov541	11203	0.4882	86	549.628406944	Hyphochytrium catenoides	1607.0	0	tax0=Hyphochytrium catenoides:1607.0;
scaffold6152_cov478	11198	0.4792	147	522.029137635	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13076_cov430	11179	0.5168	75	495.068894092	Hyphochytrium catenoides	2307.1	0	tax0=Hyphochytrium catenoides:2307.1;
scaffold46006_cov830	11173	0.5109	0	814.894298756	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7679_cov420	11170	0.46	57	423.413929632	Hyphochytrium catenoides	3968.0	0	tax0=Hyphochytrium catenoides:3968.0;
scaffold8258_cov587	11167	0.5195	0	657.511148921	Talaromyces erythromellis	110.0	0	tax0=Talaromyces erythromellis:110.0;
scaffold51320_cov705	11166	0.4927	0	681.532061616	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2202_cov348	11160	0.4904	163	427.763208148	Hyphochytrium catenoides	576.0	0	tax0=Hyphochytrium catenoides:576.0;
scaffold42079_cov568	11153	0.4879	0	633.002241549	Hyphochytrium catenoides	1399.0	0	tax0=Hyphochytrium catenoides:1399.0;
scaffold2293_cov449	11143	0.4833	77	509.418579432	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1353_cov719	11142	0.4892	735	838.564043432	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42200_cov431	11114	0.4855	183	570.572683195	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16013_cov467	11098	0.4815	61	496.326900426	Hyphochytrium catenoides	4229.0	0	tax0=Hyphochytrium catenoides:4229.0;
scaffold3964_cov386	11080	0.513	16	559.103036876	Hyphochytrium catenoides	3539.0	0	tax0=Hyphochytrium catenoides:3539.0;
scaffold2519_cov574	11067	0.4877	0	630.37462727	Hyphochytrium catenoides	1294.0	1	tax0=Hyphochytrium catenoides:1294.0|Plasmodium falciparum:104.0;
scaffold8273_cov412	11060	0.5078	144	518.688805423	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5071_cov637	11052	0.5087	0	631.320756424	Hyphochytrium catenoides	734.0	0	tax0=Hyphochytrium catenoides:734.0;
scaffold4267_cov551	11043	0.5048	58	1563.2841147	Hyphochytrium catenoides	346.0	0	tax0=Hyphochytrium catenoides:346.0;
scaffold789_cov532	11039	0.5067	121	575.612657996	Hyphochytrium catenoides	4283.0	0	tax0=Hyphochytrium catenoides:4283.0;
scaffold2281_cov509	11024	0.4941	30	587.939239585	Hyphochytrium catenoides	606.0	0	tax0=Hyphochytrium catenoides:606.0;
scaffold3086_cov442	11017	0.487	261	502.178690963	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1074_cov701	10997	0.5029	135	796.642238998	Hyphochytrium catenoides	2715.0	0	tax0=Hyphochytrium catenoides:2715.0;
scaffold4742_cov476	10985	0.4676	70	532.91516262	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2488_cov609	10980	0.5014	0	602.350455373	Hyphochytrium catenoides	2064.0	0	tax0=Hyphochytrium catenoides:2064.0;
scaffold1277_cov558	10951	0.5004	0	575.198794631	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold220_cov590	10923	0.5025	0	630.223473405	Hyphochytrium catenoides	4571.3	4	tax0=Hyphochytrium catenoides:4571.3|Oryza sativa:549.0|Arabidopsis thaliana:398.0|Setaria italica:274.0|Vitis vinifera:132.0;
scaffold2846_cov427	10922	0.4969	221	564.132697879	Hyphochytrium catenoides	1442.0	0	tax0=Hyphochytrium catenoides:1442.0;
scaffold2732_cov756	10887	0.4913	97	819.334754402	Hyphochytrium catenoides	706.0	0	tax0=Hyphochytrium catenoides:706.0;
scaffold1980_cov538	10879	0.4822	0	529.45675154	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2310_cov468	10854	0.4692	68	529.809660671	Hyphochytrium catenoides	4938.0	0	tax0=Hyphochytrium catenoides:4938.0;
scaffold1388_cov453	10852	0.4775	272	474.917013233	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10645_cov450	10845	0.4876	79	443.359372097	Hyphochytrium catenoides	2938.0	0	tax0=Hyphochytrium catenoides:2938.0;
scaffold41629_cov411	10823	0.4913	74	527.306819239	Hyphochytrium catenoides	492.0	0	tax0=Hyphochytrium catenoides:492.0;
scaffold6371_cov544	10822	0.4931	100	569.483585152	Hyphochytrium catenoides	1782.0	0	tax0=Hyphochytrium catenoides:1782.0;
scaffold527_cov730	10802	0.4876	50	765.213448661	Hyphochytrium catenoides	1763.0	0	tax0=Hyphochytrium catenoides:1763.0;
scaffold11381_cov560	10801	0.499	71	549.031500466	Hyphochytrium catenoides	4303.0	0	tax0=Hyphochytrium catenoides:4303.0;
scaffold2220_cov532	10796	0.5075	0	538.928584661	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3291_cov752	10745	0.4998	32	873.030897041	Hyphochytrium catenoides	1340.0	0	tax0=Hyphochytrium catenoides:1340.0;
scaffold6246_cov330	10741	0.4624	0	338.558514105	Hyphochytrium catenoides	164.8	0	tax0=Hyphochytrium catenoides:164.8;
scaffold321_cov513	10737	0.5027	342	572.960654161	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12842_cov488	10710	0.4995	50	528.283771107	Hyphochytrium catenoides	2093.0	0	tax0=Hyphochytrium catenoides:2093.0;
scaffold23128_cov641	10680	0.4947	0	612.990262172	Hyphochytrium catenoides	1009.0	0	tax0=Hyphochytrium catenoides:1009.0;
scaffold1536_cov775	10677	0.4903	69	902.269230769	Hyphochytrium catenoides	3655.6	0	tax0=Hyphochytrium catenoides:3655.6;
scaffold6700_cov438	10676	0.4766	170	495.267656577	Hyphochytrium catenoides	1985.0	0	tax0=Hyphochytrium catenoides:1985.0;
scaffold25997_cov547	10670	0.4876	0	579.696719775	Hyphochytrium catenoides	2072.0	0	tax0=Hyphochytrium catenoides:2072.0;
scaffold10343_cov511	10664	0.4812	102	529.930978981	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47587_cov767	10649	0.4996	0	734.430087332	Hyphochytrium catenoides	9430.0	0	tax0=Hyphochytrium catenoides:9430.0;
scaffold7132_cov423	10637	0.4996	0	505.944063176	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42069_cov522	10610	0.4906	201	582.020847344	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14586_cov332	10607	0.5127	0	388.569718111	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4492_cov320	10591	0.4776	0	949.386743461	Hyphochytrium catenoides	861.0	0	tax0=Hyphochytrium catenoides:861.0;
scaffold15445_cov490	10589	0.5006	7	524.172462672	Hyphochytrium catenoides	2468.0	0	tax0=Hyphochytrium catenoides:2468.0;
scaffold5365_cov412	10579	0.4882	113	503.032199503	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold384_cov385	10559	0.4932	28	506.758902288	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41652_cov578	10559	0.5153	0	641.003220002	Hyphochytrium catenoides	6812.6	0	tax0=Hyphochytrium catenoides:6812.6;
scaffold46039_cov658	10554	0.4871	0	616.09645632	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6737_cov360	10543	0.4901	194	432.870615518	Hyphochytrium catenoides	4727.0	0	tax0=Hyphochytrium catenoides:4727.0;
scaffold6803_cov531	10538	0.4843	0	581.481400645	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16672_cov514	10534	0.5141	109	533.954148681	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3777_cov441	10517	0.4859	187	557.945692159	Hyphochytrium catenoides	1541.9	0	tax0=Hyphochytrium catenoides:1541.9;
scaffold8141_cov570	10491	0.4843	0	579.507291965	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2739_cov412	10487	0.4723	321	516.543281527	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41656_cov501	10483	0.4789	120	980.307439931	Hyphochytrium catenoides	723.0	0	tax0=Hyphochytrium catenoides:723.0;
scaffold52239_cov767	10475	0.4921	0	744.538424821	Hyphochytrium catenoides	3765.0	0	tax0=Hyphochytrium catenoides:3765.0;
scaffold10166_cov452	10459	0.4908	247	500.049157854	Hyphochytrium catenoides	4625.0	0	tax0=Hyphochytrium catenoides:4625.0;
scaffold5948_cov396	10452	0.4754	123	1284.21086262	Hyphochytrium catenoides	1927.0	0	tax0=Hyphochytrium catenoides:1927.0;
scaffold3326_cov618	10433	0.4943	24	603.008358152	Hyphochytrium catenoides	1539.5	1	tax0=Hyphochytrium catenoides:1539.5|Phytophthora infestans:298.0;
scaffold14153_cov402	10431	0.4997	0	606.226919758	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41915_cov601	10428	0.5062	0	666.531549674	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4502_cov516	10425	0.5111	182	613.862833154	Hyphochytrium catenoides	1024.0	0	tax0=Hyphochytrium catenoides:1024.0;
scaffold6199_cov749	10404	0.5111	0	732.12898885	Hyphochytrium catenoides	2706.0	0	tax0=Hyphochytrium catenoides:2706.0;
scaffold4839_cov334	10403	0.4454	298	424.963978229	Hyphochytrium catenoides	150.0	0	tax0=Hyphochytrium catenoides:150.0;
scaffold7974_cov497	10402	0.5117	156	557.350478235	Hyphochytrium catenoides	4042.0	2	tax0=Hyphochytrium catenoides:4042.0|Micromonas sp. RCC299:220.0|Chrysemys picta:163.0;
scaffold49812_cov767	10387	0.4954	0	740.248483682	Hyphochytrium catenoides	4003.0	0	tax0=Hyphochytrium catenoides:4003.0;
scaffold5935_cov854	10371	0.499	98	842.850968558	Hyphochytrium catenoides	1927.0	0	tax0=Hyphochytrium catenoides:1927.0;
scaffold6381_cov564	10364	0.5106	155	615.606523656	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1402_cov439	10341	0.4799	556	511.499744507	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42973_cov595	10339	0.4874	0	564.774156108	Hyphochytrium catenoides	1274.0	0	tax0=Hyphochytrium catenoides:1274.0;
scaffold64_cov705	10302	0.496	0	922.971170646	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47626_cov720	10283	0.4798	0	673.736360984	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6764_cov541	10277	0.5008	42	617.147435271	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6992_cov532	10274	0.4947	18	583.011115445	Hyphochytrium catenoides	5664.0	3	tax0=Hyphochytrium catenoides:5664.0|Elephantulus edwardii:264.0|Anolis carolinensis:156.0|Arthroderma otae:87.9;
scaffold677_cov377	10262	0.4668	0	413.795264081	Hyphochytrium catenoides	1786.0	0	tax0=Hyphochytrium catenoides:1786.0;
scaffold2131_cov392	10252	0.5165	0	458.620269216	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4891_cov668	10249	0.5072	0	721.638891599	Hyphochytrium catenoides	3324.0	0	tax0=Hyphochytrium catenoides:3324.0;
scaffold1054_cov373	10226	0.4726	0	517.051144142	Hyphochytrium catenoides	2924.0	0	tax0=Hyphochytrium catenoides:2924.0;
scaffold3669_cov862	10222	0.4951	39	976.094471177	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12480_cov558	10217	0.5012	72	573.469196649	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8424_cov534	10211	0.5029	0	592.755851533	Hyphochytrium catenoides	6107.0	0	tax0=Hyphochytrium catenoides:6107.0;
scaffold12346_cov344	10211	0.5115	0	343.430614044	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold189_cov563	10206	0.5014	32	625.17063102	Hyphochytrium catenoides	3755.2	0	tax0=Hyphochytrium catenoides:3755.2;
scaffold404_cov440	10206	0.4952	140	510.027717067	Hyphochytrium catenoides	3586.0	4	tax0=Hyphochytrium catenoides:3586.0|Anopheles gambiae:834.0|Phytophthora infestans:209.0|Spodoptera frugiperda:189.0|Manduca sexta:172.0;
scaffold2613_cov550	10191	0.4936	109	564.162170204	Hyphochytrium catenoides	3807.0	0	tax0=Hyphochytrium catenoides:3807.0;
scaffold5421_cov437	10188	0.4749	117	513.743818886	Hyphochytrium catenoides	971.8	0	tax0=Hyphochytrium catenoides:971.8;
scaffold41911_cov574	10179	0.4959	0	603.925925926	Hyphochytrium catenoides	3493.5	0	tax0=Hyphochytrium catenoides:3493.5;
scaffold4843_cov373	10173	0.5077	344	418.222810052	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1426_cov472	10172	0.4675	216	577.686319807	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7805_cov401	10165	0.5039	0	704.288539105	Hyphochytrium catenoides	1439.0	0	tax0=Hyphochytrium catenoides:1439.0;
scaffold6602_cov526	10160	0.4932	0	705.378740157	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2446_cov354	10158	0.4833	40	486.524214272	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold22602_cov451	10149	0.4692	0	548.479456104	Hyphochytrium catenoides	755.0	0	tax0=Hyphochytrium catenoides:755.0;
scaffold44459_cov642	10147	0.4918	0	605.893268946	Hyphochytrium catenoides	4620.3	0	tax0=Hyphochytrium catenoides:4620.3;
scaffold1029_cov502	10133	0.4987	0	574.912562913	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold985_cov567	10131	0.5024	112	581.598063679	Hyphochytrium catenoides	3240.0	0	tax0=Hyphochytrium catenoides:3240.0;
scaffold7559_cov485	10129	0.4936	29	568.951386139	Hyphochytrium catenoides	1157.0	0	tax0=Hyphochytrium catenoides:1157.0;
scaffold6503_cov380	10117	0.4851	59	516.672201233	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1501_cov479	10114	0.4797	0	495.033616769	Hyphochytrium catenoides	1458.0	0	tax0=Hyphochytrium catenoides:1458.0;
scaffold50037_cov783	10082	0.4807	0	736.529359254	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5868_cov516	10080	0.4814	0	507.130456349	Hyphochytrium catenoides	3742.0	0	tax0=Hyphochytrium catenoides:3742.0;
scaffold41622_cov571	10071	0.5376	63	600.600119904	Sphingomonas sanxanigenens	108.0	1	tax0=Sphingomonas sanxanigenens:108.0|Hyphochytrium catenoides:84.2;
scaffold11503_cov535	10069	0.501	87	598.503606492	Hyphochytrium catenoides	3954.0	0	tax0=Hyphochytrium catenoides:3954.0;
scaffold41665_cov692	10060	0.4841	0	727.602485089	Hyphochytrium catenoides	87.9	0	tax0=Hyphochytrium catenoides:87.9;
scaffold3670_cov329	10059	0.4816	0	3703.32816383	Hyphochytrium catenoides	10460.0	0	tax0=Hyphochytrium catenoides:10460.0;
scaffold5823_cov405	10045	0.484	107	430.70577581	no-hit	0.0	None	tax0=no-hit:0.0;
